Unit ID,Unit Visit Gkey,Actual Outbound Carrier visit ID,Current Yard Block,Current Slot Position,Move Complete Time
MAEU6000180,3067726,CQN180024,PEB-H,Y-PEB-H27612C4,05/22/2026 04:56
OOLU6004825,3067724,CQN180024,PEB-H,Y-PEB-H16093C6,05/22/2026 04:55
OOLU6001501,3067721,CQN180024,PEB-F,Y-PEB-F72847C2,05/22/2026 04:54
HLCU6004222,3067722,CQN180024,PEB-H,Y-PEB-H72520C3,05/22/2026 04:54
GCXU6007906,3067718,CQN180024,PEB-H,Y-PEB-H17320C2,05/22/2026 04:53
TRLU6002701,3067715,CQN180024,PEB-H,Y-PEB-H59940C3,05/22/2026 04:52
MSCU6006165,3067716,CQN180024,PEB-H,Y-PEB-H18110C4,05/22/2026 04:52
CMAU6007905,3067717,CQN180024,PEB-H,Y-PEB-H77192C1,05/22/2026 04:52
MSCU6002330,3067714,CQN180024,PEB-H,Y-PEB-H35740C6,05/22/2026 04:51
MAEU6007904,3067712,CQN180024,PEB-H,Y-PEB-H38126C4,05/22/2026 04:51
ONEY6007009,3067707,CQN180024,PEB-H,Y-PEB-H10735C2,05/22/2026 04:49
TRLU6007903,3067708,CQN180024,PEB-H,Y-PEB-H14180C3,05/22/2026 04:49
CMAU6000299,3067704,CQN180024,PEB-H,Y-PEB-H45168C1,05/22/2026 04:48
ONEY6001368,3067705,CQN180024,PEB-H,Y-PEB-H73060C5,05/22/2026 04:48
CMAU6000718,3067701,CQN180024,PEB-H,Y-PEB-H25941C4,05/22/2026 04:47
MSCU6001612,3067702,CQN180024,PEB-H,Y-PEB-H88745C3,05/22/2026 04:47
HLCU6007535,3067703,CQN180024,PEB-H,Y-PEB-H48515C1,05/22/2026 04:47
TRLU6007375,3067700,CQN180024,PEB-H,Y-PEB-H94367C1,05/22/2026 04:46
ONEY6007902,3067698,CQN180024,PEB-H,Y-PEB-H96181C5,05/22/2026 04:46
ONEY6001060,3067695,CQN180024,PEB-H,Y-PEB-H58624C4,05/22/2026 04:45
HLCU6002062,3067696,CQN180024,PEB-H,Y-PEB-H99286C3,05/22/2026 04:45
OOLU6002312,3067692,CQN180024,PEB-H,Y-PEB-H59517C6,05/22/2026 04:44
OOLU6007133,3067691,CQN180024,PEB-H,Y-PEB-H98663C5,05/22/2026 04:43
OOLU6000805,3067688,CQN180024,PEB-G,Y-PEB-G96376C3,05/22/2026 04:42
CMAU6001665,3068166,MAE180084,PEB-H,Y-PEB-H19070C6,05/22/2026 03:34
TRLU6002426,3068163,MAE180084,PEB-H,Y-PEB-H76226C1,05/22/2026 03:33
GCXU6004699,3068165,MAE180084,PEB-A,Y-PEB-A72616C3,05/22/2026 03:33
MAEU6000472,3068160,MAE180084,PEB-D,Y-PEB-D55573C2,05/22/2026 03:32
HLCU6002479,3068161,MAE180084,PEB-D,Y-PEB-D86637C5,05/22/2026 03:32
HLCU6007962,3068162,MAE180084,PEB-H,Y-PEB-H80953C6,05/22/2026 03:32
OOLU6001482,3068158,MAE180084,PEB-H,Y-PEB-H74691C4,05/22/2026 03:31
OOLU6007434,3068156,MAE180084,PEB-C,Y-PEB-C19028C1,05/22/2026 03:30
ONEY6007961,3068155,MAE180084,PEB-H,Y-PEB-H35189C2,05/22/2026 03:30
GCXU6003817,3068148,MAE180084,PEB-H,Y-PEB-H77796C5,05/22/2026 03:28
GCXU6000085,3068147,MAE180084,PEB-D,Y-PEB-D99236C4,05/22/2026 03:27
MAEU6005601,3068146,MAE180084,PEB-D,Y-PEB-D42398C4,05/22/2026 03:27
OOLU6007960,3068143,MAE180084,PEB-D,Y-PEB-D84135C1,05/22/2026 03:26
TRLU6007959,3068139,MAE180084,PEB-D,Y-PEB-D32854C2,05/22/2026 03:24
GCXU6006633,3068134,MAE180084,PEB-H,Y-PEB-H37542C5,05/22/2026 03:23
MSCU6007938,3068136,MAE180084,PEB-C,Y-PEB-C62773C6,05/22/2026 03:23
MSCU6007958,3068133,MAE180084,PEB-D,Y-PEB-D99217C2,05/22/2026 03:22
ONEY6003213,3068130,MAE180084,PEB-D,Y-PEB-D27856C5,05/22/2026 03:21
TRLU6006482,3068129,MAE180084,PEB-D,Y-PEB-D35341C1,05/22/2026 03:21
TRLU6007957,3068128,MAE180084,PEB-D,Y-PEB-D83795C5,05/22/2026 03:21
OOLU6001746,3068127,MAE180084,PEB-D,Y-PEB-D19078C2,05/22/2026 03:20
TRLU6002152,3068126,MAE180084,PEB-F,Y-PEB-F68689C3,05/22/2026 03:20
MSCU6007870,3068123,MAE180084,PEB-D,Y-PEB-D98449C5,05/22/2026 03:19
MSCU6000417,3068122,MAE180084,PEB-D,Y-PEB-D36994C5,05/22/2026 03:18
GCXU6004781,3068120,MAE180084,PEB-F,Y-PEB-F16871C2,05/22/2026 03:18
MAEU6005792,3068119,MAE180084,PEB-D,Y-PEB-D44162C3,05/22/2026 03:17
OOLU6007956,3068118,MAE180084,PEB-D,Y-PEB-D90142C4,05/22/2026 03:17
MAEU6002666,3068115,MAE180084,PEB-D,Y-PEB-D86594C2,05/22/2026 03:16
ONEY6007764,3068116,MAE180084,PEB-D,Y-PEB-D32673C4,05/22/2026 03:16
GCXU6007955,3068114,MAE180084,PEB-D,Y-PEB-D24353C3,05/22/2026 03:16
ONEY6006842,3068113,MAE180084,PEB-D,Y-PEB-D87932C6,05/22/2026 03:15
GCXU6007954,3068111,MAE180084,PEB-D,Y-PEB-D85112C6,05/22/2026 03:15
CMAU6000419,3068108,MAE180084,PEB-D,Y-PEB-D13181C4,05/22/2026 03:14
TRLU6002528,3068109,MAE180084,PEB-D,Y-PEB-D66768C5,05/22/2026 03:14
CMAU6007953,3068110,MAE180084,PEB-D,Y-PEB-D54470C4,05/22/2026 03:14
TRLU6003902,3068104,MAE180084,PEB-D,Y-PEB-D57687C1,05/22/2026 03:12
CMAU6007951,3068103,MAE180084,PEB-D,Y-PEB-D99375C3,05/22/2026 03:12
HLCU6007952,3068105,MAE180084,PEB-D,Y-PEB-D16658C3,05/22/2026 03:12
ONEY6000586,3068102,MAE180084,PEB-D,Y-PEB-D18815C3,05/22/2026 03:11
MAEU6005641,3068100,MAE180084,PEB-D,Y-PEB-D52694C6,05/22/2026 03:11
ONEY6004874,3068098,MAE180084,PEB-D,Y-PEB-D20265C2,05/22/2026 03:10
OOLU6006760,3068097,MAE180084,PEB-D,Y-PEB-D10096C1,05/22/2026 03:10
ONEY6001033,3068096,MAE180084,PEB-D,Y-PEB-D91980C2,05/22/2026 03:09
CMAU6005489,3068095,MAE180084,PEB-D,Y-PEB-D46967C4,05/22/2026 03:09
TRLU6000768,3068092,MAE180084,PEB-D,Y-PEB-D53195C1,05/22/2026 03:08
TRLU6004670,3068094,MAE180084,PEB-D,Y-PEB-D38688C6,05/22/2026 03:08
MAEU6006438,3068091,MAE180084,PEB-D,Y-PEB-D32880C5,05/22/2026 03:08
GCXU6004959,3068088,MAE180084,PEB-D,Y-PEB-D35584C6,05/22/2026 03:07
TRLU6007437,3068090,MAE180084,PEB-A,Y-PEB-A30292C1,05/22/2026 03:07
CMAU6001131,3068087,MAE180084,PEB-D,Y-PEB-D46225C5,05/22/2026 03:06
CMAU6007921,3068086,MAE180084,PEB-D,Y-PEB-D57457C5,05/22/2026 03:06
HLCU6007950,3068084,MAE180084,PEB-D,Y-PEB-D21627C2,05/22/2026 03:05
TRLU6000074,3068082,MAE180084,PEB-D,Y-PEB-D50979C1,05/22/2026 03:04
OOLU6006016,3068080,MAE180084,PEB-D,Y-PEB-D57450C2,05/22/2026 03:04
HLCU6001434,3068077,MAE180084,PEB-D,Y-PEB-D40748C1,05/22/2026 03:03
MSCU6003918,3068078,MAE180084,PEB-D,Y-PEB-D32612C1,05/22/2026 03:03
MAEU6007316,3068079,MAE180084,PEB-D,Y-PEB-D70682C5,05/22/2026 03:03
HLCU6003559,3068076,MAE180084,PEB-D,Y-PEB-D16912C1,05/22/2026 03:02
ONEY6007722,3068075,MAE180084,PEB-C,Y-PEB-C95974C3,05/22/2026 03:02
TRLU6002832,3068072,MAE180084,PEB-D,Y-PEB-D30681C6,05/22/2026 03:01
GCXU6006141,3068073,MAE180084,PEB-D,Y-PEB-D38381C5,05/22/2026 03:01
HLCU6006596,3067322,OOL180144,PEB-H,Y-PEB-H90486C1,05/21/2026 18:38
TRLU6002906,3067321,OOL180144,PEB-H,Y-PEB-H56013C2,05/21/2026 18:37
ONEY6003581,3067319,OOL180144,PEB-H,Y-PEB-H88556C1,05/21/2026 18:36
OOLU6007640,3067318,OOL180144,PEB-D,Y-PEB-D83697C6,05/21/2026 18:35
GCXU6007871,3067314,OOL180144,PEB-H,Y-PEB-H49070C3,05/21/2026 18:33
MAEU6007872,3067315,OOL180144,PEB-H,Y-PEB-H33027C4,05/21/2026 18:33
MSCU6004708,3067313,OOL180144,PEB-H,Y-PEB-H87253C6,05/21/2026 18:32
HLCU6005704,3067312,OOL180144,PEB-F,Y-PEB-F19895C5,05/21/2026 18:31
OOLU6007869,3067310,OOL180144,PEB-H,Y-PEB-H78238C5,05/21/2026 18:30
OOLU6000448,3067309,OOL180144,PEB-H,Y-PEB-H80334C6,05/21/2026 18:29
TRLU6007868,3067308,OOL180144,PEB-H,Y-PEB-H83919C6,05/21/2026 18:29
TRLU6001976,3067306,OOL180144,PEB-H,Y-PEB-H38332C2,05/21/2026 18:28
ONEY6007867,3067304,OOL180144,PEB-H,Y-PEB-H99789C3,05/21/2026 18:26
GCXU6001904,3067302,OOL180144,PEB-H,Y-PEB-H33133C2,05/21/2026 18:25
OOLU6007025,3067301,OOL180144,PEB-H,Y-PEB-H76585C2,05/21/2026 18:25
ONEY6005012,3067300,OOL180144,PEB-A,Y-PEB-A92588C1,05/21/2026 18:24
MSCU6002725,3067299,OOL180144,PEB-H,Y-PEB-H63799C6,05/21/2026 18:23
ONEY6007629,3067298,OOL180144,PEB-H,Y-PEB-H45899C3,05/21/2026 18:23
GCXU6007128,3067297,OOL180144,PEB-H,Y-PEB-H93447C6,05/21/2026 18:22
TRLU6004941,3067294,OOL180144,PEB-H,Y-PEB-H38560C3,05/21/2026 18:20
MSCU6000376,3067292,OOL180144,PEB-F,Y-PEB-F21217C3,05/21/2026 18:19
HLCU6007654,3067289,OOL180144,PEB-H,Y-PEB-H10085C5,05/21/2026 18:17
ONEY6006714,3067285,OOL180144,PEB-H,Y-PEB-H18624C1,05/21/2026 18:15
OOLU6003943,3067284,OOL180144,PEB-H,Y-PEB-H73125C5,05/21/2026 18:14
HLCU6005838,3067282,OOL180144,PEB-D,Y-PEB-D23944C4,05/21/2026 18:13
TRLU6003493,3067281,OOL180144,PEB-A,Y-PEB-A83566C6,05/21/2026 18:12
TRLU6004884,3067280,OOL180144,PEB-D,Y-PEB-D28132C5,05/21/2026 18:12
GCXU6002437,3067279,OOL180144,PEB-D,Y-PEB-D23134C3,05/21/2026 18:11
MAEU6002237,3067278,OOL180144,PEB-D,Y-PEB-D47561C3,05/21/2026 18:10
TRLU6005677,3067275,OOL180144,PEB-C,Y-PEB-C81412C1,05/21/2026 18:09
ONEY6000137,3067274,OOL180144,PEB-G,Y-PEB-G71269C5,05/21/2026 18:08
ONEY6001909,3067272,OOL180144,PEB-D,Y-PEB-D35870C5,05/21/2026 18:07
MSCU6006302,3067273,OOL180144,PEB-D,Y-PEB-D68430C6,05/21/2026 18:07
MAEU6000626,3067271,OOL180144,PEB-D,Y-PEB-D90948C2,05/21/2026 18:06
HLCU6003354,3067270,OOL180144,PEB-D,Y-PEB-D99041C6,05/21/2026 18:05
HLCU6007865,3067266,OOL180144,PEB-D,Y-PEB-D65549C6,05/21/2026 18:03
ONEY6000099,3067262,OOL180144,PEB-D,Y-PEB-D47115C2,05/21/2026 18:01
HLCU6006665,3067261,OOL180144,PEB-D,Y-PEB-D51082C2,05/21/2026 18:00
MAEU6007864,3067260,OOL180144,PEB-D,Y-PEB-D42581C4,05/21/2026 17:59
GCXU6000539,3067258,OOL180144,PEB-D,Y-PEB-D75167C1,05/21/2026 17:58
ONEY6002114,3067257,OOL180144,PEB-A,Y-PEB-A58130C6,05/21/2026 17:58
ONEY6001361,3067253,OOL180144,PEB-D,Y-PEB-D26276C2,05/21/2026 17:55
GCXU6005542,3067251,OOL180144,PEB-D,Y-PEB-D11994C1,05/21/2026 17:54
ONEY6002953,3067249,OOL180144,PEB-D,Y-PEB-D81261C1,05/21/2026 17:53
GCXU6007620,3067250,OOL180144,PEB-D,Y-PEB-D90427C4,05/21/2026 17:53
GCXU6000282,3067246,OOL180144,PEB-F,Y-PEB-F53455C3,05/21/2026 17:51
MAEU6005035,3067247,OOL180144,PEB-D,Y-PEB-D76737C6,05/21/2026 17:51
HLCU6007863,3067245,OOL180144,PEB-D,Y-PEB-D16927C1,05/21/2026 17:50
HLCU6005472,3066904,CQN180192,PEB-D,Y-PEB-D75948C4,05/21/2026 15:16
MAEU6007808,3066903,CQN180192,PEB-G,Y-PEB-G84648C2,05/21/2026 15:15
HLCU6007807,3066901,CQN180192,PEB-G,Y-PEB-G76545C1,05/21/2026 15:14
MSCU6006934,3066899,CQN180192,PEB-C,Y-PEB-C85212C5,05/21/2026 15:13
CMAU6007793,3066895,CQN180192,PEB-H,Y-PEB-H95752C3,05/21/2026 15:12
OOLU6007805,3066894,CQN180192,PEB-G,Y-PEB-G81131C6,05/21/2026 15:11
HLCU6007804,3066892,CQN180192,PEB-G,Y-PEB-G96975C1,05/21/2026 15:10
OOLU6006581,3066890,CQN180192,PEB-G,Y-PEB-G90732C6,05/21/2026 15:09
GCXU6005550,3066886,CQN180192,PEB-G,Y-PEB-G55349C6,05/21/2026 15:08
TRLU6000886,3066881,CQN180192,PEB-G,Y-PEB-G67049C4,05/21/2026 15:06
HLCU6006618,3066880,CQN180192,PEB-G,Y-PEB-G31468C6,05/21/2026 15:05
CMAU6004919,3066877,CQN180192,PEB-G,Y-PEB-G39026C4,05/21/2026 15:04
MSCU6005798,3066874,CQN180192,PEB-D,Y-PEB-D41693C5,05/21/2026 15:02
MSCU6006119,3066873,CQN180192,PEB-G,Y-PEB-G36413C4,05/21/2026 15:02
TRLU6007803,3066872,CQN180192,PEB-G,Y-PEB-G49654C5,05/21/2026 15:02
CMAU6005043,3066871,CQN180192,PEB-G,Y-PEB-G86414C1,05/21/2026 15:01
GCXU6005526,3066870,CQN180192,PEB-D,Y-PEB-D74076C2,05/21/2026 15:01
ONEY6001024,3066866,CQN180192,PEB-G,Y-PEB-G66573C2,05/21/2026 14:59
TRLU6000443,3066864,CQN180192,PEB-G,Y-PEB-G60625C4,05/21/2026 14:58
GCXU6001094,3066858,CQN180192,PEB-G,Y-PEB-G12546C1,05/21/2026 14:56
MSCU6007802,3066860,CQN180192,PEB-G,Y-PEB-G76067C5,05/21/2026 14:56
TRLU6007210,3066853,CQN180192,PEB-G,Y-PEB-G30263C2,05/21/2026 14:53
CMAU6007801,3066852,CQN180192,PEB-G,Y-PEB-G57382C6,05/21/2026 14:53
MAEU6007794,3066847,CQN180192,PEB-D,Y-PEB-D81649C3,05/21/2026 14:51
HLCU6007800,3066846,CQN180192,PEB-G,Y-PEB-G91970C6,05/21/2026 14:50
MSCU6005874,3066844,CQN180192,PEB-G,Y-PEB-G30088C2,05/21/2026 14:49
TRLU6004921,3066841,CQN180192,PEB-G,Y-PEB-G38271C4,05/21/2026 14:48
MSCU6001781,3066840,CQN180192,PEB-G,Y-PEB-G81733C3,05/21/2026 14:47
GCXU6006983,3067682,CQN180024,PEB-H,Y-PEB-H31947C4,05/21/2026 14:45
CMAU6007799,3066835,CQN180192,PEB-G,Y-PEB-G27619C1,05/21/2026 14:45
GCXU6004887,3066831,CQN180192,PEB-G,Y-PEB-G77410C1,05/21/2026 14:43
MAEU6007798,3066829,CQN180192,PEB-G,Y-PEB-G39973C3,05/21/2026 14:43
ONEY6001315,3067677,CQN180024,PEB-A,Y-PEB-A92114C4,05/21/2026 14:42
GCXU6007797,3066825,CQN180192,PEB-G,Y-PEB-G85083C2,05/21/2026 14:41
HLCU6001869,3067674,CQN180024,PEB-H,Y-PEB-H76322C2,05/21/2026 14:40
MAEU6005987,3066822,CQN180192,PEB-G,Y-PEB-G59191C3,05/21/2026 14:40
OOLU6007796,3066823,CQN180192,PEB-G,Y-PEB-G49228C2,05/21/2026 14:40
HLCU6001527,3067672,CQN180024,PEB-D,Y-PEB-D67264C2,05/21/2026 14:39
MSCU6004446,3067673,CQN180024,PEB-D,Y-PEB-D93226C3,05/21/2026 14:39
HLCU6007259,3066820,CQN180192,PEB-G,Y-PEB-G25336C6,05/21/2026 14:39
GCXU6007795,3066821,CQN180192,PEB-G,Y-PEB-G68576C2,05/21/2026 14:39
ONEY6003928,3067671,CQN180024,PEB-D,Y-PEB-D85163C4,05/21/2026 14:38
CMAU6004252,3066819,CQN180192,PEB-G,Y-PEB-G30429C3,05/21/2026 14:38
OOLU6005635,3066818,CQN180192,PEB-G,Y-PEB-G56625C2,05/21/2026 14:38
ONEY6000771,3066817,CQN180192,PEB-G,Y-PEB-G75760C1,05/21/2026 14:37
MAEU6006260,3066814,CQN180192,PEB-G,Y-PEB-G69060C4,05/21/2026 14:36
MAEU6007625,3067667,CQN180024,PEB-D,Y-PEB-D55889C6,05/21/2026 14:35
GCXU6003060,3067665,CQN180024,PEB-C,Y-PEB-C55167C2,05/21/2026 14:34
TRLU6007900,3067658,CQN180024,PEB-D,Y-PEB-D61495C5,05/21/2026 14:30
MSCU6006639,3067657,CQN180024,PEB-D,Y-PEB-D20380C2,05/21/2026 14:29
ONEY6007019,3067654,CQN180024,PEB-A,Y-PEB-A20620C4,05/21/2026 14:27
MSCU6007899,3067651,CQN180024,PEB-D,Y-PEB-D84463C3,05/21/2026 14:25
MSCU6003896,3067647,CQN180024,PEB-D,Y-PEB-D24279C4,05/21/2026 14:23
CMAU6007898,3067646,CQN180024,PEB-D,Y-PEB-D86541C1,05/21/2026 14:22
MSCU6004820,3067645,CQN180024,PEB-D,Y-PEB-D36045C1,05/21/2026 14:21
GCXU6001788,3067643,CQN180024,PEB-D,Y-PEB-D58921C2,05/21/2026 14:20
HLCU6007897,3067642,CQN180024,PEB-D,Y-PEB-D71531C1,05/21/2026 14:19
ONEY6006805,3067640,CQN180024,PEB-C,Y-PEB-C23581C5,05/21/2026 14:18
OOLU6007896,3067639,CQN180024,PEB-D,Y-PEB-D23860C5,05/21/2026 14:18
ONEY6001497,3067638,CQN180024,PEB-D,Y-PEB-D99664C6,05/21/2026 14:17
MSCU6006797,3067636,CQN180024,PEB-C,Y-PEB-C50744C6,05/21/2026 14:16
TRLU6007338,3067634,CQN180024,PEB-D,Y-PEB-D21165C5,05/21/2026 14:14
MSCU6000500,3067632,CQN180024,PEB-D,Y-PEB-D25483C1,05/21/2026 14:13
CMAU6002923,3067628,CQN180024,PEB-D,Y-PEB-D17336C6,05/21/2026 14:11
MAEU6001429,3067626,CQN180024,PEB-G,Y-PEB-G73270C4,05/21/2026 14:09
TRLU6006242,3067625,CQN180024,PEB-D,Y-PEB-D40351C4,05/21/2026 14:09
MSCU6000042,3067623,CQN180024,PEB-D,Y-PEB-D50113C2,05/21/2026 14:07
