Time Completed,Event Type,Move Kind,Unit Category,Unit Nbr,Crane CHE,From Position,To Position,Carrier Visit,Line Op,Exclude
25-Nov-29 1814,UNIT_LOAD,Load,Export,MSCU6007981,STS03,Y-CWIT-2A493J.2,V-8YF180277-730060,8YF180277,MSC,No
25-Nov-29 1814,UNIT_DISCHARGE,Discharge,Transship,MSCU6007981,STS03,V-8YF180277-868671,Y-CWIT-2A556H.5,8YF180277,MSC,No
25-Nov-29 1814,UNIT_DISCHARGE,Discharge,Transship,ONEY6008005,STS03,V-8YF180277-719545,Y-CWIT-2A921H.6,8YF180277,MSC,No
25-Nov-29 1815,UNIT_LOAD,Load,Transship,ONEY6007980,STS06,Y-CWIT-2A241K.3,V-8YF180277-118287,8YF180277,MSC,Yes
25-Nov-29 1815,UNIT_DISCHARGE,Discharge,Export,ONEY6007980,STS04,V-8YF180277-399969,Y-CWIT-2A812J.3,8YF180277,MSC,No
25-Nov-29 1816,UNIT_DISCHARGE,Discharge,Transship,MSCU6008006,STS01,V-8YF180277-118387,Y-CWIT-2A147B.1,8YF180277,MSC,No
25-Nov-29 1816,UNIT_DISCHARGE,Discharge,Transship,HLCU6008007,STS04,V-8YF180277-350743,Y-CWIT-2A473A.2,8YF180277,MSC,Yes
25-Nov-29 1816,UNIT_LOAD,Load,Export,OOLU6007978,STS01,Y-CWIT-2A055E.5,V-8YF180277-693846,8YF180277,MSC,No
25-Nov-29 1817,UNIT_DISCHARGE,Discharge,Transship,OOLU6007978,STS04,V-8YF180277-870917,Y-CWIT-5D339D.5,8YF180277,MSC,No
25-Nov-29 1817,UNIT_LOAD,Load,Transship,MAEU6008002,STS06,Y-CWIT-2A578G.5,V-8YF180277-925901,8YF180277,MSC,No
25-Nov-29 1818,UNIT_DISCHARGE,Discharge,Export,MAEU6008002,STS03,V-8YF180277-344268,Y-CWIT-5D857E.6,8YF180277,MSC,Yes
25-Nov-29 1818,UNIT_LOAD,Load,Import,MAEU6008002,STS05,Y-CWIT-5D593H.6,V-8YF180277-952167,8YF180277,MSC,No
25-Nov-29 1818,UNIT_RESTOW,Restow,Export,OOLU6007996,STS04,Y-CWIT-2A379C.3,Y-CWIT-2A713M.5,8YF180277,MSC,No
25-Nov-29 1819,UNIT_LOAD,Load,Import,CMAU6007999,STS05,Y-CWIT-5D794J.4,V-8YF180277-828304,8YF180277,MSC,No
25-Nov-29 1819,UNIT_LOAD,Load,Export,OOLU6007996,STS01,Y-CWIT-2A940G.4,V-8YF180277-607466,8YF180277,MSC,Yes
25-Nov-29 1820,UNIT_DISCHARGE,Discharge,Import,CMAU6007999,STS04,V-8YF180277-680949,Y-CWIT-5D588H.5,8YF180277,MSC,No
25-Nov-29 1820,UNIT_DISCHARGE,Discharge,Export,HLCU6008008,STS06,V-8YF180277-826094,Y-CWIT-5D250J.4,8YF180277,MSC,Yes
25-Nov-29 1821,UNIT_DISCHARGE,Discharge,Export,OOLU6007996,STS05,V-8YF180277-959896,Y-CWIT-5D888E.5,8YF180277,MSC,No
25-Nov-29 1821,UNIT_LOAD,Load,Export,ONEY6007979,STS06,Y-CWIT-2A450J.1,V-8YF180277-235104,8YF180277,MSC,Yes
25-Nov-29 1821,UNIT_DISCHARGE,Discharge,Transship,MAEU6008002,STS03,V-8YF180277-734179,Y-CWIT-5D812D.2,8YF180277,MSC,No
25-Nov-29 1822,UNIT_DISCHARGE,Discharge,Export,ONEY6007979,STS03,V-8YF180277-966971,Y-CWIT-5D385K.6,8YF180277,MSC,No
25-Nov-29 1822,UNIT_DISCHARGE,Discharge,Transship,ONEY6008009,STS03,V-8YF180277-403370,Y-CWIT-5D051K.5,8YF180277,MSC,Yes
25-Nov-29 1823,UNIT_LOAD,Load,Export,OOLU6007978,STS06,Y-CWIT-2A552C.2,V-8YF180277-647683,8YF180277,MSC,No
25-Nov-29 1823,UNIT_DISCHARGE,Discharge,Import,OOLU6007978,STS03,V-8YF180277-143962,Y-CWIT-5D320B.3,8YF180277,MSC,No
25-Nov-29 1823,UNIT_DISCHARGE,Discharge,Export,MAEU6008010,STS03,V-8YF180277-237038,Y-CWIT-5D881C.5,8YF180277,MSC,No
25-Nov-29 1824,UNIT_DISCHARGE,Discharge,Import,ONEY6008011,STS01,V-8YF180277-191055,Y-CWIT-5D211B.5,8YF180277,MSC,No
25-Nov-29 1824,UNIT_RESTOW,Restow,Transship,ONEY6007980,STS05,Y-CWIT-2A470J.3,Y-CWIT-2A419E.5,8YF180277,MSC,No
25-Nov-29 1825,UNIT_DISCHARGE,Discharge,Import,ONEY6008012,STS04,V-8YF180277-482128,Y-CWIT-5D883B.1,8YF180277,MSC,Yes
25-Nov-29 1825,UNIT_RESTOW,Restow,Export,MSCU6008000,STS05,Y-CWIT-2A579A.2,Y-CWIT-5D729J.3,8YF180277,MSC,No
25-Nov-30 1124,UNIT_DISCHARGE,Discharge,Import,MSCU6008013,STS01,V-8YF180277-795339,Y-CWIT-5D323H.2,8YF180277,MSC,No
25-Nov-30 1124,UNIT_DISCHARGE,Discharge,Export,TRLU6008014,STS03,V-8YF180277-701134,Y-CWIT-5D220E.3,8YF180277,MSC,No
25-Nov-30 1125,UNIT_LOAD,Load,Import,MSCU6007990,STS05,Y-CWIT-5D783F.2,V-8YF180277-708077,8YF180277,MSC,No
25-Nov-30 1126,UNIT_RESTOW,Restow,Import,MSCU6007981,STS04,Y-CWIT-5D276J.5,Y-CWIT-5D026F.4,8YF180277,MSC,No
25-Nov-30 1126,UNIT_DISCHARGE,Discharge,Transship,MSCU6007990,STS01,V-8YF180277-917878,Y-CWIT-5D832F.6,8YF180277,MSC,No
25-Nov-30 1127,UNIT_DISCHARGE,Discharge,Export,TRLU6008015,STS06,V-8YF180277-299182,Y-CWIT-5D019A.2,8YF180277,MSC,No
25-Nov-30 1127,UNIT_LOAD,Load,Import,HLCU6008007,STS01,Y-CWIT-5D174A.3,V-8YF180277-261223,8YF180277,MSC,No
25-Nov-30 1128,UNIT_DISCHARGE,Discharge,Export,CMAU6008016,STS03,V-8YF180277-432174,Y-CWIT-5D557C.2,8YF180277,MSC,No
25-Nov-30 1129,UNIT_DISCHARGE,Discharge,Transship,HLCU6008007,STS01,V-8YF180277-576646,Y-CWIT-5D628D.6,8YF180277,MSC,No
25-Nov-30 1129,UNIT_DISCHARGE,Discharge,Transship,MAEU6008017,STS05,V-8YF180277-503380,Y-CWIT-5D293M.6,8YF180277,MSC,No
25-Nov-30 1130,UNIT_DISCHARGE,Discharge,Import,MAEU6008018,STS05,V-8YF180277-543395,Y-CWIT-5D036M.1,8YF180277,MSC,No
25-Nov-30 1131,UNIT_DISCHARGE,Discharge,Transship,MAEU6008019,STS03,V-8YF180277-355482,Y-CWIT-5D138H.6,8YF180277,MSC,No
25-Nov-30 1131,UNIT_DISCHARGE,Discharge,Import,CMAU6008020,STS05,V-8YF180277-900440,Y-CWIT-5D934E.2,8YF180277,MSC,No
25-Nov-30 1132,UNIT_LOAD,Load,Import,TRLU6008014,STS01,Y-CWIT-5D896H.1,V-8YF180277-110046,8YF180277,MSC,Yes
25-Nov-30 1133,UNIT_DISCHARGE,Discharge,Import,TRLU6008014,STS04,V-8YF180277-873883,Y-CWIT-5D761N.6,8YF180277,MSC,No
25-Nov-30 1133,UNIT_DISCHARGE,Discharge,Export,GCXU6008021,STS03,V-8YF180277-265354,Y-CWIT-5D307G.3,8YF180277,MSC,No
25-Nov-30 1134,UNIT_DISCHARGE,Discharge,Transship,MAEU6008022,STS03,V-8YF180277-658892,Y-CWIT-5D975N.2,8YF180277,MSC,Yes
25-Nov-30 1134,UNIT_LOAD,Load,Transship,MAEU6007992,STS04,Y-CWIT-5D261J.2,V-8YF180277-980437,8YF180277,MSC,Yes
25-Nov-30 1135,UNIT_LOAD,Load,Import,TRLU6008014,STS06,Y-CWIT-5D371M.5,V-8YF180277-160137,8YF180277,MSC,Yes
25-Nov-30 1136,UNIT_LOAD,Load,Export,TRLU6008015,STS05,Y-CWIT-2A867C.6,V-8YF180277-909583,8YF180277,MSC,Yes
25-Nov-30 1136,UNIT_RESTOW,Restow,Transship,MAEU6008019,STS06,Y-CWIT-2A474N.6,Y-CWIT-5D797L.2,8YF180277,MSC,Yes
25-Nov-30 1137,UNIT_DISCHARGE,Discharge,Export,TRLU6008015,STS01,V-8YF180277-764829,Y-CWIT-5D326M.2,8YF180277,MSC,No
25-Nov-30 1138,UNIT_DISCHARGE,Discharge,Import,MAEU6007992,STS01,V-8YF180277-357376,Y-CWIT-5D741M.6,8YF180277,MSC,No
25-Nov-30 1138,UNIT_LOAD,Load,Export,HLCU6007991,STS03,Y-CWIT-2A432L.5,V-8YF180277-765369,8YF180277,MSC,Yes
25-Nov-30 1139,UNIT_DISCHARGE,Discharge,Export,HLCU6007991,STS04,V-8YF180277-848958,Y-CWIT-5D357F.6,8YF180277,MSC,No
25-Nov-30 1140,UNIT_DISCHARGE,Discharge,Import,ONEY6008023,STS03,V-8YF180277-585806,Y-CWIT-5D683M.5,8YF180277,MSC,No
25-Nov-30 1140,UNIT_LOAD,Load,Export,MSCU6008006,STS05,Y-CWIT-5D614D.1,V-8YF180277-627949,8YF180277,MSC,Yes
25-Nov-30 1141,UNIT_RESTOW,Restow,Transship,HLCU6007991,STS04,Y-CWIT-2A650J.1,Y-CWIT-5D604J.4,8YF180277,MSC,No
25-Nov-30 1142,UNIT_LOAD,Load,Import,MAEU6007992,STS01,Y-CWIT-5D159H.1,V-8YF180277-771396,8YF180277,MSC,No
25-Nov-30 1142,UNIT_LOAD,Load,Export,MAEU6008002,STS01,Y-CWIT-5D777L.5,V-8YF180277-364845,8YF180277,MSC,No
25-Nov-30 1143,UNIT_LOAD,Load,Transship,MSCU6007981,STS04,Y-CWIT-2A988B.1,V-8YF180277-759872,8YF180277,MSC,Yes
25-Nov-30 1143,UNIT_RESTOW,Restow,Import,MAEU6008022,STS04,Y-CWIT-5D922D.4,Y-CWIT-2A763E.2,8YF180277,MSC,No
25-Nov-30 1144,UNIT_DISCHARGE,Discharge,Export,OOLU6008024,STS04,V-8YF180277-564690,Y-CWIT-5D363E.1,8YF180277,MSC,No
25-Nov-30 1145,UNIT_DISCHARGE,Discharge,Export,MAEU6007992,STS03,V-8YF180277-635944,Y-CWIT-5D613N.2,8YF180277,MSC,No
25-Nov-30 1145,UNIT_LOAD,Load,Transship,OOLU6007983,STS05,Y-CWIT-2A153N.6,V-8YF180277-268030,8YF180277,MSC,No
25-Nov-30 1146,UNIT_DISCHARGE,Discharge,Export,TRLU6008014,STS01,V-8YF180277-787767,Y-CWIT-5D582H.5,8YF180277,MSC,Yes
25-Nov-30 1147,UNIT_DISCHARGE,Discharge,Transship,MSCU6007981,STS03,V-8YF180277-555716,Y-CWIT-5D458N.5,8YF180277,MSC,No
25-Nov-30 1147,UNIT_DISCHARGE,Discharge,Transship,MAEU6008002,STS05,V-8YF180277-406520,Y-CWIT-5D576D.3,8YF180277,MSC,No
25-Nov-30 1148,UNIT_DISCHARGE,Discharge,Import,OOLU6007983,STS06,V-8YF180277-591837,Y-CWIT-5D472D.2,8YF180277,MSC,No
25-Nov-30 1148,UNIT_RESTOW,Restow,Transship,TRLU6007987,STS03,Y-CWIT-5D750M.4,Y-CWIT-2A592F.4,8YF180277,MSC,No
25-Nov-30 1149,UNIT_LOAD,Load,Import,HLCU6007988,STS01,Y-CWIT-2A319C.2,V-8YF180277-635542,8YF180277,MSC,Yes
25-Nov-30 1150,UNIT_DISCHARGE,Discharge,Transship,MSCU6008006,STS05,V-8YF180277-768723,Y-CWIT-5D640D.2,8YF180277,MSC,No
25-Nov-30 1150,UNIT_DISCHARGE,Discharge,Transship,HLCU6007988,STS04,V-8YF180277-563264,Y-CWIT-5D345E.1,8YF180277,MSC,No
25-Nov-30 1151,UNIT_DISCHARGE,Discharge,Transship,MAEU6008025,STS06,V-8YF180277-189924,Y-CWIT-5D827L.3,8YF180277,MSC,No
25-Nov-30 1152,UNIT_DISCHARGE,Discharge,Export,OOLU6008026,STS01,V-8YF180277-600570,Y-CWIT-5D824M.3,8YF180277,MSC,No
25-Nov-30 1152,UNIT_LOAD,Load,Transship,OOLU6007994,STS06,Y-CWIT-2A561F.5,V-8YF180277-442592,8YF180277,MSC,No
25-Nov-30 1153,UNIT_DISCHARGE,Discharge,Transship,CMAU6008027,STS01,V-8YF180277-597507,Y-CWIT-5D738H.4,8YF180277,MSC,Yes
25-Nov-30 1153,UNIT_DISCHARGE,Discharge,Transship,OOLU6007994,STS01,V-8YF180277-792007,Y-CWIT-1B577B.4,8YF180277,MSC,No
25-Nov-30 1154,UNIT_LOAD,Load,Import,HLCU6007985,STS03,Y-CWIT-5D941H.4,V-8YF180277-497456,8YF180277,MSC,No
25-Nov-30 1155,UNIT_LOAD,Load,Export,MAEU6008018,STS01,Y-CWIT-2A507D.3,V-8YF180277-663377,8YF180277,MSC,No
25-Nov-30 1156,UNIT_DISCHARGE,Discharge,Export,HLCU6007985,STS06,V-8YF180277-160912,Y-CWIT-1B542H.2,8YF180277,MSC,Yes
25-Nov-30 1156,UNIT_DISCHARGE,Discharge,Import,MAEU6008018,STS04,V-8YF180277-912356,Y-CWIT-1B993D.2,8YF180277,MSC,Yes
25-Nov-30 1157,UNIT_LOAD,Load,Import,OOLU6007978,STS01,Y-CWIT-5D412G.3,V-8YF180277-190983,8YF180277,MSC,Yes
25-Nov-30 1157,UNIT_RESTOW,Restow,Transship,CMAU6007995,STS05,Y-CWIT-2A991K.3,Y-CWIT-2A866L.3,8YF180277,MSC,No
25-Nov-30 1158,UNIT_LOAD,Load,Export,OOLU6007994,STS06,Y-CWIT-1B403F.1,V-8YF180277-621420,8YF180277,MSC,No
25-Nov-30 1159,UNIT_DISCHARGE,Discharge,Import,ONEY6008028,STS01,V-8YF180277-108919,Y-CWIT-1B855K.2,8YF180277,MSC,No
25-Nov-30 1159,UNIT_LOAD,Load,Import,OOLU6007993,STS01,Y-CWIT-1B994K.4,V-8YF180277-987115,8YF180277,MSC,No
25-Nov-30 1200,UNIT_DISCHARGE,Discharge,Export,OOLU6007978,STS01,V-8YF180277-666723,Y-CWIT-1B267C.6,8YF180277,MSC,No
25-Nov-30 1201,UNIT_DISCHARGE,Discharge,Import,OOLU6007994,STS01,V-8YF180277-938465,Y-CWIT-1B454B.1,8YF180277,MSC,Yes
25-Nov-30 1201,UNIT_RESTOW,Restow,Export,MAEU6008022,STS06,Y-CWIT-5D912K.1,Y-CWIT-5D023C.6,8YF180277,MSC,No
25-Nov-30 1202,UNIT_RESTOW,Restow,Import,ONEY6008009,STS06,Y-CWIT-5D839L.3,Y-CWIT-2A384F.4,8YF180277,MSC,No
25-Nov-30 1202,UNIT_DISCHARGE,Discharge,Import,OOLU6007993,STS01,V-8YF180277-718115,Y-CWIT-1B911G.3,8YF180277,MSC,No
25-Nov-30 1203,UNIT_RESTOW,Restow,Import,OOLU6008026,STS01,Y-CWIT-2A909L.5,Y-CWIT-2A523N.2,8YF180277,MSC,Yes
25-Nov-30 1204,UNIT_DISCHARGE,Discharge,Export,GCXU6008029,STS06,V-8YF180277-661037,Y-CWIT-1B943A.5,8YF180277,MSC,No
25-Nov-30 1204,UNIT_DISCHARGE,Discharge,Transship,MSCU6008030,STS05,V-8YF180277-670249,Y-CWIT-1B559G.3,8YF180277,MSC,No
25-Nov-30 1205,UNIT_DISCHARGE,Discharge,Export,HLCU6008031,STS05,V-8YF180277-350632,Y-CWIT-1B121H.2,8YF180277,MSC,No
25-Nov-30 1205,UNIT_DISCHARGE,Discharge,Import,ONEY6008032,STS04,V-8YF180277-523136,Y-CWIT-1B870A.2,8YF180277,MSC,No
25-Nov-30 1206,UNIT_DISCHARGE,Discharge,Transship,TRLU6008033,STS03,V-8YF180277-301192,Y-CWIT-1B247M.5,8YF180277,MSC,Yes
25-Nov-30 1207,UNIT_LOAD,Load,Export,TRLU6007987,STS04,Y-CWIT-1B348N.4,V-8YF180277-734257,8YF180277,MSC,Yes
25-Nov-30 1208,UNIT_DISCHARGE,Discharge,Import,MAEU6008034,STS01,V-8YF180277-385532,Y-CWIT-1B488A.2,8YF180277,MSC,Yes
25-Nov-30 1208,UNIT_LOAD,Load,Import,MAEU6008019,STS06,Y-CWIT-2A584C.6,V-8YF180277-828051,8YF180277,MSC,No
25-Nov-30 1209,UNIT_DISCHARGE,Discharge,Import,TRLU6007987,STS01,V-8YF180277-493426,Y-CWIT-1B362E.3,8YF180277,MSC,No
25-Nov-30 1209,UNIT_DISCHARGE,Discharge,Import,TRLU6008035,STS06,V-8YF180277-751430,Y-CWIT-1B288C.6,8YF180277,MSC,Yes
25-Nov-30 1210,UNIT_DISCHARGE,Discharge,Transship,MAEU6008019,STS03,V-8YF180277-184209,Y-CWIT-1B425N.6,8YF180277,MSC,Yes
25-Nov-30 1211,UNIT_DISCHARGE,Discharge,Export,HLCU6008036,STS05,V-8YF180277-658642,Y-CWIT-1B341C.6,8YF180277,MSC,No
25-Nov-30 1211,UNIT_DISCHARGE,Discharge,Import,HLCU6008037,STS01,V-8YF180277-810009,Y-CWIT-1B146B.6,8YF180277,MSC,No
25-Nov-30 1212,UNIT_DISCHARGE,Discharge,Transship,OOLU6008038,STS01,V-8YF180277-879400,Y-CWIT-1B850F.4,8YF180277,MSC,No
25-Nov-30 1446,UNIT_RESTOW,Restow,Export,ONEY6008028,STS05,Y-CWIT-3A167J.3,Y-CWIT-2A370B.2,ONE180217,MSC,No
25-Nov-30 1446,UNIT_LOAD,Load,Transship,TRLU6008070,STS06,Y-CWIT-1B812G.2,V-ONE180217-885277,ONE180217,MSC,Yes
25-Nov-30 1447,UNIT_DISCHARGE,Discharge,Import,TRLU6008070,STS05,V-ONE180217-624816,Y-CWIT-2A982D.1,ONE180217,MSC,Yes
25-Nov-30 1448,UNIT_DISCHARGE,Discharge,Export,HLCU6008085,STS01,V-ONE180217-794892,Y-CWIT-2A836H.5,ONE180217,MSC,No
25-Nov-30 1448,UNIT_DISCHARGE,Discharge,Import,ONEY6008086,STS01,V-ONE180217-839838,Y-CWIT-2A104B.2,ONE180217,MSC,No
25-Nov-30 1449,UNIT_DISCHARGE,Discharge,Import,MAEU6008087,STS06,V-ONE180217-280501,Y-CWIT-2A502N.2,ONE180217,MSC,Yes
25-Nov-30 1449,UNIT_DISCHARGE,Discharge,Transship,TRLU6008088,STS06,V-ONE180217-348362,Y-CWIT-2A460J.1,ONE180217,MSC,No
25-Nov-30 1450,UNIT_DISCHARGE,Discharge,Export,GCXU6008089,STS06,V-ONE180217-269925,Y-CWIT-2A771D.6,ONE180217,MSC,No
25-Nov-30 1450,UNIT_LOAD,Load,Transship,MAEU6008080,STS03,Y-CWIT-1B396L.6,V-ONE180217-799916,ONE180217,MSC,No
25-Nov-30 1451,UNIT_DISCHARGE,Discharge,Import,MAEU6008080,STS03,V-ONE180217-609810,Y-CWIT-2A433E.6,ONE180217,MSC,Yes
25-Nov-30 1451,UNIT_RESTOW,Restow,Transship,CMAU6008075,STS05,Y-CWIT-5D465G.2,Y-CWIT-5D661E.1,ONE180217,MSC,No
25-Nov-30 1452,UNIT_DISCHARGE,Discharge,Transship,HLCU6008090,STS03,V-ONE180217-831441,Y-CWIT-2A655C.6,ONE180217,MSC,No
25-Nov-30 1452,UNIT_DISCHARGE,Discharge,Import,ONEY6008091,STS05,V-ONE180217-379795,Y-CWIT-2A472G.5,ONE180217,MSC,Yes
25-Nov-30 1453,UNIT_LOAD,Load,Export,MAEU6008058,STS04,Y-CWIT-4D906B.2,V-ONE180217-132131,ONE180217,MSC,No
25-Nov-30 1454,UNIT_DISCHARGE,Discharge,Export,MAEU6008058,STS05,V-ONE180217-752846,Y-CWIT-2A624M.2,ONE180217,MSC,No
