Time Completed,Event Type,Move Kind,Unit Category,Unit Nbr,Crane CHE,From Position,To Position,Carrier Visit,Line Op,Exclude
25-Dec-13 0229,UNIT_DISCHARGE,Discharge,Transship,OOLU6000004,STS05,V-MAE180133-597960,Y-AECY-1G00206C1,MAE180133,ONE,No
25-Dec-13 0229,UNIT_DISCHARGE,Discharge,Export,GCXU6000017,STS04,V-MAE180133-649697,Y-AECY-1G04007C1,MAE180133,ONE,No
25-Dec-13 0230,UNIT_DISCHARGE,Discharge,Export,TRLU6000018,STS03,V-MAE180133-989587,Y-AECY-1G00403C2,MAE180133,ONE,Yes
25-Dec-13 0230,UNIT_LOAD,Load,Import,MSCU6000016,STS03,Y-AECY-1G02103C1,V-MAE180133-581992,MAE180133,ONE,Yes
25-Dec-13 0231,UNIT_DISCHARGE,Discharge,Import,MSCU6000016,STS03,V-MAE180133-392559,Y-AECY-1G03605C1,MAE180133,ONE,No
25-Dec-13 0232,UNIT_DISCHARGE,Discharge,Import,ONEY6000019,STS06,V-MAE180133-958130,Y-AECY-1G02303C1,MAE180133,ONE,No
25-Dec-13 0232,UNIT_LOAD,Load,Export,ONEY6000014,STS03,Y-AECY-1G03104C2,V-MAE180133-311883,MAE180133,ONE,No
25-Dec-13 0233,UNIT_RESTOW,Restow,Export,OOLU6000006,STS05,Y-AECY-1G00409C1,Y-AECY-1G01504C1,MAE180133,ONE,No
25-Dec-13 0234,UNIT_DISCHARGE,Discharge,Import,ONEY6000014,STS05,V-MAE180133-105433,Y-AECY-1G03603C1,MAE180133,ONE,No
25-Dec-13 0234,UNIT_DISCHARGE,Discharge,Transship,CMAU6000020,STS05,V-MAE180133-283568,Y-AECY-1G02703C1,MAE180133,ONE,Yes
25-Dec-13 0235,UNIT_DISCHARGE,Discharge,Transship,MSCU6000021,STS03,V-MAE180133-240718,Y-AECY-1G03308C1,MAE180133,ONE,No
25-Dec-13 0236,UNIT_LOAD,Load,Export,TRLU6000018,STS04,Y-AECY-1G01201C1,V-MAE180133-872399,MAE180133,ONE,No
25-Dec-13 0236,UNIT_DISCHARGE,Discharge,Import,TRLU6000018,STS06,V-MAE180133-967161,Y-AECY-1G02809C1,MAE180133,ONE,No
25-Dec-13 0237,UNIT_DISCHARGE,Discharge,Transship,MSCU6000022,STS05,V-MAE180133-374258,Y-AECY-1G02404C2,MAE180133,ONE,No
25-Dec-13 0237,UNIT_LOAD,Load,Import,TRLU6000003,STS03,Y-AECY-1G03305C1,V-MAE180133-823821,MAE180133,ONE,No
25-Dec-13 0238,UNIT_DISCHARGE,Discharge,Export,TRLU6000003,STS03,V-MAE180133-601410,Y-AECY-1G01008C2,MAE180133,ONE,Yes
25-Dec-13 0239,UNIT_DISCHARGE,Discharge,Export,ONEY6000023,STS04,V-MAE180133-691573,Y-AECY-1G00801C1,MAE180133,ONE,No
25-Dec-13 0240,UNIT_LOAD,Load,Import,OOLU6000006,STS06,Y-AECY-1G03408C1,V-MAE180133-221886,MAE180133,ONE,Yes
25-Dec-13 0240,UNIT_DISCHARGE,Discharge,Transship,ONEY6000024,STS05,V-MAE180133-956113,Y-AECY-1G00104C1,MAE180133,ONE,No
25-Dec-13 0241,UNIT_DISCHARGE,Discharge,Transship,OOLU6000006,STS04,V-MAE180133-172371,Y-AECY-1G03101C1,MAE180133,ONE,Yes
25-Dec-13 0241,UNIT_DISCHARGE,Discharge,Transship,OOLU6000025,STS04,V-MAE180133-224395,Y-AECY-1G01209C1,MAE180133,ONE,No
25-Dec-13 0242,UNIT_LOAD,Load,Import,MSCU6000016,STS04,Y-AECY-1G02008C1,V-MAE180133-806215,MAE180133,ONE,No
25-Dec-13 0243,UNIT_DISCHARGE,Discharge,Export,MSCU6000016,STS05,V-MAE180133-389039,Y-AECY-1G01302C1,MAE180133,ONE,No
25-Dec-13 0243,UNIT_LOAD,Load,Export,TRLU6000003,STS06,Y-AECY-1G00502C1,V-MAE180133-722795,MAE180133,ONE,No
25-Dec-13 0244,UNIT_DISCHARGE,Discharge,Transship,TRLU6000003,STS04,V-MAE180133-560285,Y-AECY-1G01509C1,MAE180133,ONE,No
25-Dec-13 0244,UNIT_DISCHARGE,Discharge,Export,HLCU6000026,STS04,V-MAE180133-415098,Y-AECY-1G01801C1,MAE180133,ONE,Yes
25-Dec-13 0245,UNIT_RESTOW,Restow,Import,OOLU6000005,STS05,Y-AECY-1G02307C1,Y-AECY-1G03406C1,MAE180133,ONE,No
25-Dec-13 0246,UNIT_DISCHARGE,Discharge,Transship,ONEY6000027,STS03,V-MAE180133-536740,Y-AECY-1G03609C1,MAE180133,ONE,No
25-Dec-13 0246,UNIT_LOAD,Load,Transship,CMAU6000015,STS03,Y-AECY-1G02906C1,V-MAE180133-196955,MAE180133,ONE,Yes
25-Dec-13 0247,UNIT_RESTOW,Restow,Import,GCXU6000017,STS03,Y-AECY-1G01310C1,Y-AECY-1G03604C1,MAE180133,ONE,No
25-Dec-13 0248,UNIT_RESTOW,Restow,Import,OOLU6000006,STS03,Y-AECY-1G03104C3,Y-AECY-1G03904C1,MAE180133,ONE,Yes
25-Dec-13 0248,UNIT_DISCHARGE,Discharge,Import,CMAU6000015,STS05,V-MAE180133-423404,Y-AECY-1G01706C1,MAE180133,ONE,No
25-Dec-13 0249,UNIT_RESTOW,Restow,Export,MSCU6000022,STS04,Y-AECY-1G01406C1,Y-AECY-1G02107C1,MAE180133,ONE,No
25-Dec-13 0250,UNIT_DISCHARGE,Discharge,Export,CMAU6000028,STS03,V-MAE180133-369826,Y-AECY-1G03208C1,MAE180133,ONE,No
25-Dec-13 0250,UNIT_RESTOW,Restow,Export,MAEU6000002,STS06,Y-AECY-1G03501C2,Y-AECY-1G03401C1,MAE180133,ONE,No
25-Dec-13 0251,UNIT_DISCHARGE,Discharge,Export,MAEU6000029,STS05,V-MAE180133-791309,Y-AECY-1G03201C1,MAE180133,ONE,No
25-Dec-13 0252,UNIT_DISCHARGE,Discharge,Export,GCXU6000030,STS03,V-MAE180133-200992,Y-AECY-1G03403C1,MAE180133,ONE,No
25-Dec-13 0252,UNIT_DISCHARGE,Discharge,Import,CMAU6000031,STS05,V-MAE180133-785491,Y-AECY-1G00302C1,MAE180133,ONE,No
25-Dec-13 0253,UNIT_LOAD,Load,Import,OOLU6000005,STS06,Y-AECY-1G01102C1,V-MAE180133-624139,MAE180133,ONE,No
25-Dec-13 0253,UNIT_DISCHARGE,Discharge,Import,OOLU6000005,STS06,V-MAE180133-384263,Y-AECY-1G00302C2,MAE180133,ONE,No
25-Dec-13 0254,UNIT_DISCHARGE,Discharge,Export,OOLU6000032,STS04,V-MAE180133-694223,Y-AECY-1G02509C2,MAE180133,ONE,No
25-Dec-13 0255,UNIT_LOAD,Load,Export,TRLU6000018,STS05,Y-AECY-1G00707C1,V-MAE180133-343420,MAE180133,ONE,No
25-Dec-13 0255,UNIT_DISCHARGE,Discharge,Export,TRLU6000018,STS05,V-MAE180133-921609,Y-AECY-1G02908C1,MAE180133,ONE,Yes
25-Dec-13 0256,UNIT_DISCHARGE,Discharge,Transship,MSCU6000033,STS06,V-MAE180133-875584,Y-AECY-1G02506C1,MAE180133,ONE,No
25-Dec-13 0257,UNIT_DISCHARGE,Discharge,Export,ONEY6000034,STS03,V-MAE180133-193972,Y-AECY-1G02309C1,MAE180133,ONE,Yes
25-Dec-13 0257,UNIT_DISCHARGE,Discharge,Import,GCXU6000035,STS04,V-MAE180133-277735,Y-AECY-1G00905C1,MAE180133,ONE,No
25-Dec-13 1620,UNIT_LOAD,Load,Import,TRLU6000003,STS04,Y-AECY-1G01807C1,V-MAE180133-414313,MAE180133,ONE,Yes
25-Dec-13 1621,UNIT_DISCHARGE,Discharge,Import,TRLU6000003,STS03,V-MAE180133-580102,Y-AECY-1G00703C1,MAE180133,ONE,Yes
25-Dec-13 1622,UNIT_DISCHARGE,Discharge,Import,OOLU6000036,STS03,V-MAE180133-602278,Y-AECY-1G02103C2,MAE180133,ONE,Yes
25-Dec-13 1622,UNIT_DISCHARGE,Discharge,Import,HLCU6000037,STS06,V-MAE180133-862538,Y-AECY-1G03004C1,MAE180133,ONE,Yes
25-Dec-13 1623,UNIT_LOAD,Load,Import,OOLU6000036,STS06,Y-AECY-1G02004C1,V-MAE180133-364955,MAE180133,ONE,Yes
25-Dec-13 1624,UNIT_LOAD,Load,Import,OOLU6000004,STS06,Y-AECY-1G03509C1,V-MAE180133-825309,MAE180133,ONE,No
25-Dec-13 1625,UNIT_DISCHARGE,Discharge,Export,OOLU6000038,STS04,V-MAE180133-211090,Y-AECY-1G00102C1,MAE180133,ONE,Yes
25-Dec-13 1626,UNIT_DISCHARGE,Discharge,Transship,OOLU6000004,STS05,V-MAE180133-909859,Y-AECY-1G03809C1,MAE180133,ONE,No
25-Dec-13 1627,UNIT_DISCHARGE,Discharge,Import,OOLU6000036,STS04,V-MAE180133-221707,Y-AECY-1G01006C1,MAE180133,ONE,Yes
25-Dec-13 1628,UNIT_DISCHARGE,Discharge,Export,OOLU6000039,STS04,V-MAE180133-779445,Y-AECY-1F00703C1,MAE180133,ONE,No
25-Dec-13 1628,UNIT_DISCHARGE,Discharge,Import,MSCU6000040,STS05,V-MAE180133-873207,Y-AECY-1F04004C1,MAE180133,ONE,No
25-Dec-13 1629,UNIT_DISCHARGE,Discharge,Import,HLCU6000041,STS03,V-MAE180133-579776,Y-AECY-1F00805C1,MAE180133,ONE,Yes
25-Dec-13 1630,UNIT_DISCHARGE,Discharge,Import,MAEU6000042,STS06,V-MAE180133-804758,Y-AECY-1F00906C1,MAE180133,ONE,No
25-Dec-13 1631,UNIT_RESTOW,Restow,Export,HLCU6000026,STS04,Y-AECY-1G02710C1,Y-AECY-1F00910C1,MAE180133,ONE,No
25-Dec-13 1632,UNIT_LOAD,Load,Import,HLCU6000001,STS06,Y-AECY-1F00903C1,V-MAE180133-429861,MAE180133,ONE,Yes
25-Dec-13 1633,UNIT_RESTOW,Restow,Import,OOLU6000006,STS05,Y-AECY-1G03609C2,Y-AECY-1F03207C1,MAE180133,ONE,No
25-Dec-13 1634,UNIT_RESTOW,Restow,Import,GCXU6000011,STS05,Y-AECY-1G01901C1,Y-AECY-1G01804C2,MAE180133,ONE,No
25-Dec-13 1635,UNIT_DISCHARGE,Discharge,Transship,HLCU6000001,STS05,V-MAE180133-912764,Y-AECY-1F03506C1,MAE180133,ONE,No
25-Dec-13 1636,UNIT_LOAD,Load,Transship,MSCU6000040,STS05,Y-AECY-1G01605C1,V-MAE180133-133796,MAE180133,ONE,No
25-Dec-13 1637,UNIT_DISCHARGE,Discharge,Export,HLCU6000043,STS03,V-MAE180133-953047,Y-AECY-1F01401C1,MAE180133,ONE,No
25-Dec-13 1637,UNIT_RESTOW,Restow,Import,GCXU6000030,STS06,Y-AECY-1F03705C1,Y-AECY-1F03302C1,MAE180133,ONE,No
25-Dec-13 1638,UNIT_DISCHARGE,Discharge,Export,MSCU6000044,STS06,V-MAE180133-758309,Y-AECY-1F02707C1,MAE180133,ONE,Yes
25-Dec-13 1639,UNIT_RESTOW,Restow,Export,CMAU6000028,STS06,Y-AECY-1F03008C1,Y-AECY-1F02110C1,MAE180133,ONE,Yes
25-Dec-13 1640,UNIT_DISCHARGE,Discharge,Import,MSCU6000040,STS04,V-MAE180133-991401,Y-AECY-1F00509C1,MAE180133,ONE,Yes
25-Dec-13 1641,UNIT_DISCHARGE,Discharge,Transship,CMAU6000045,STS05,V-MAE180133-148174,Y-AECY-1F00708C1,MAE180133,ONE,Yes
25-Dec-13 1642,UNIT_DISCHARGE,Discharge,Export,GCXU6000046,STS04,V-MAE180133-786385,Y-AECY-1F02405C1,MAE180133,ONE,No
25-Dec-13 1643,UNIT_DISCHARGE,Discharge,Import,MAEU6000047,STS06,V-MAE180133-644676,Y-AECY-1F02901C1,MAE180133,ONE,Yes
25-Dec-13 1644,UNIT_RESTOW,Restow,Import,MSCU6000022,STS03,Y-AECY-1G00504C1,Y-AECY-1F02502C1,MAE180133,ONE,No
25-Dec-13 1644,UNIT_DISCHARGE,Discharge,Transship,MSCU6000048,STS05,V-MAE180133-561477,Y-AECY-1F02304C1,MAE180133,ONE,Yes
25-Dec-13 1645,UNIT_LOAD,Load,Import,ONEY6000027,STS05,Y-AECY-1G00703C2,V-MAE180133-888996,MAE180133,ONE,No
25-Dec-13 1646,UNIT_LOAD,Load,Export,MAEU6000002,STS03,Y-AECY-1G01802C1,V-MAE180133-360221,MAE180133,ONE,No
25-Dec-13 1647,UNIT_DISCHARGE,Discharge,Export,CMAU6000049,STS06,V-MAE180133-618927,Y-AECY-1F02502C2,MAE180133,ONE,No
25-Dec-13 1648,UNIT_DISCHARGE,Discharge,Transship,OOLU6000050,STS06,V-MAE180133-117500,Y-AECY-1F03802C1,MAE180133,ONE,No
25-Dec-13 1649,UNIT_LOAD,Load,Export,MSCU6000010,STS04,Y-AECY-1F03307C1,V-MAE180133-544150,MAE180133,ONE,No
25-Dec-13 1650,UNIT_RESTOW,Restow,Export,MAEU6000047,STS06,Y-AECY-1F03304C1,Y-AECY-1G01009C1,MAE180133,ONE,No
25-Dec-13 1651,UNIT_DISCHARGE,Discharge,Import,MAEU6000002,STS06,V-MAE180133-987586,Y-AECY-1F01601C1,MAE180133,ONE,Yes
25-Dec-13 1652,UNIT_RESTOW,Restow,Import,GCXU6000017,STS03,Y-AECY-1G01202C1,Y-AECY-1F00103C1,MAE180133,ONE,No
25-Dec-13 1652,UNIT_DISCHARGE,Discharge,Import,ONEY6000027,STS03,V-MAE180133-868538,Y-AECY-1F00801C1,MAE180133,ONE,No
25-Dec-13 1653,UNIT_LOAD,Load,Export,HLCU6000041,STS04,Y-AECY-1G03208C2,V-MAE180133-635593,MAE180133,ONE,No
25-Dec-13 1654,UNIT_LOAD,Load,Export,OOLU6000006,STS06,Y-AECY-1F00710C1,V-MAE180133-806866,MAE180133,ONE,No
25-Dec-13 1655,UNIT_DISCHARGE,Discharge,Export,GCXU6000051,STS03,V-MAE180133-335421,Y-AECY-1F02104C1,MAE180133,ONE,No
25-Dec-13 1655,UNIT_LOAD,Load,Import,OOLU6008587,STS05,Y-AECY-2R03807C1,V-MAE180133-176747,MAE180133,ONE,No
25-Dec-13 1656,UNIT_DISCHARGE,Discharge,Import,OOLU6000052,STS06,V-MAE180133-396020,Y-AECY-1F02006C1,MAE180133,ONE,No
25-Dec-13 1657,UNIT_RESTOW,Restow,Transship,OOLU6000039,STS04,Y-AECY-1F04004C2,Y-AECY-1F03006C1,MAE180133,ONE,No
25-Dec-13 1658,UNIT_DISCHARGE,Discharge,Export,OOLU6000006,STS06,V-MAE180133-125071,Y-AECY-1F01509C1,MAE180133,ONE,No
25-Dec-13 1659,UNIT_LOAD,Load,Import,MSCU6000021,STS06,Y-AECY-1F02002C1,V-MAE180133-315161,MAE180133,ONE,No
25-Dec-13 1659,UNIT_DISCHARGE,Discharge,Import,MSCU6000010,STS05,V-MAE180133-146032,Y-AECY-1F01509C2,MAE180133,ONE,No
25-Dec-13 1700,UNIT_DISCHARGE,Discharge,Transship,MSCU6000021,STS05,V-MAE180133-768169,Y-AECY-1F02602C1,MAE180133,ONE,No
25-Dec-13 1701,UNIT_DISCHARGE,Discharge,Export,HLCU6000041,STS03,V-MAE180133-992247,Y-AECY-1F02107C1,MAE180133,ONE,No
25-Dec-13 1702,UNIT_DISCHARGE,Discharge,Import,ONEY6000053,STS03,V-MAE180133-661957,Y-AECY-1F02304C2,MAE180133,ONE,No
25-Dec-13 1703,UNIT_DISCHARGE,Discharge,Transship,TRLU6000054,STS03,V-MAE180133-845702,Y-AECY-1F01606C1,MAE180133,ONE,No
25-Dec-13 1704,UNIT_DISCHARGE,Discharge,Export,MSCU6000055,STS06,V-MAE180133-237064,Y-AECY-1F01307C1,MAE180133,ONE,No
25-Dec-13 1705,UNIT_DISCHARGE,Discharge,Export,TRLU6000056,STS05,V-MAE180133-228479,Y-AECY-1F00308C1,MAE180133,ONE,Yes
25-Dec-13 1706,UNIT_RESTOW,Restow,Import,HLCU6000026,STS04,Y-AECY-1G02803C1,Y-AECY-1F02304C3,MAE180133,ONE,No
25-Dec-13 1707,UNIT_DISCHARGE,Discharge,Export,HLCU6000057,STS03,V-MAE180133-761393,Y-AECY-1F03501C1,MAE180133,ONE,Yes
25-Dec-13 1707,UNIT_LOAD,Load,Transship,ONEY6000034,STS03,Y-AECY-1F02310C1,V-MAE180133-626797,MAE180133,ONE,No
25-Dec-13 1708,UNIT_RESTOW,Restow,Transship,GCXU6000013,STS04,Y-AECY-1F03109C1,Y-AECY-1G02310C1,MAE180133,ONE,No
25-Dec-13 1709,UNIT_DISCHARGE,Discharge,Import,ONEY6000034,STS03,V-MAE180133-901164,Y-AECY-1F01510C1,MAE180133,ONE,No
25-Dec-13 1710,UNIT_RESTOW,Restow,Export,OOLU6000052,STS04,Y-AECY-1G02310C2,Y-AECY-1F00206C1,MAE180133,ONE,Yes
25-Dec-13 1711,UNIT_RESTOW,Restow,Export,ONEY6000034,STS05,Y-AECY-1F03201C1,Y-AECY-1G00601C2,MAE180133,ONE,No
25-Dec-13 1712,UNIT_DISCHARGE,Discharge,Transship,OOLU6000058,STS03,V-MAE180133-911982,Y-AECY-1F00809C1,MAE180133,ONE,Yes
25-Dec-13 1713,UNIT_RESTOW,Restow,Export,MSCU6000048,STS05,Y-AECY-1G02006C1,Y-AECY-1F00903C2,MAE180133,ONE,No
25-Dec-13 1714,UNIT_RESTOW,Restow,Transship,OOLU6000052,STS06,Y-AECY-1F03803C1,Y-AECY-1G02505C1,MAE180133,ONE,Yes
25-Dec-13 1715,UNIT_DISCHARGE,Discharge,Import,GCXU6000059,STS04,V-MAE180133-276042,Y-AECY-1F00606C1,MAE180133,ONE,No
25-Dec-13 1715,UNIT_DISCHARGE,Discharge,Import,TRLU6000060,STS06,V-MAE180133-534130,Y-AECY-1F03207C2,MAE180133,ONE,Yes
25-Dec-13 1716,UNIT_DISCHARGE,Discharge,Export,HLCU6000061,STS05,V-MAE180133-673619,Y-AECY-1F00606C2,MAE180133,ONE,No
25-Dec-13 1717,UNIT_LOAD,Load,Transship,GCXU6000030,STS05,Y-AECY-1G03907C1,V-MAE180133-264735,MAE180133,ONE,No
25-Dec-13 1718,UNIT_DISCHARGE,Discharge,Export,GCXU6000030,STS05,V-MAE180133-349087,Y-AECY-1F00701C1,MAE180133,ONE,No
25-Dec-13 1719,UNIT_LOAD,Load,Export,CMAU6000045,STS05,Y-AECY-1F00107C1,V-MAE180133-191884,MAE180133,ONE,No
25-Dec-13 1720,UNIT_RESTOW,Restow,Import,ONEY6000023,STS05,Y-AECY-1G01105C1,Y-AECY-1G00608C1,MAE180133,ONE,Yes
25-Dec-13 1721,UNIT_DISCHARGE,Discharge,Transship,CMAU6000062,STS06,V-MAE180133-376195,Y-AECY-1F01505C1,MAE180133,ONE,No
25-Dec-13 1722,UNIT_DISCHARGE,Discharge,Import,CMAU6000045,STS05,V-MAE180133-893202,Y-AECY-1F03804C1,MAE180133,ONE,Yes
25-Dec-13 1723,UNIT_DISCHARGE,Discharge,Transship,HLCU6000063,STS04,V-MAE180133-226124,Y-AECY-1F02903C1,MAE180133,ONE,No
25-Dec-13 1723,UNIT_DISCHARGE,Discharge,Import,MSCU6000064,STS03,V-MAE180133-191254,Y-AECY-1F02509C1,MAE180133,ONE,Yes
25-Dec-13 1724,UNIT_DISCHARGE,Discharge,Import,GCXU6000065,STS03,V-MAE180133-923914,Y-AECY-1F01909C1,MAE180133,ONE,Yes
25-Dec-13 1725,UNIT_DISCHARGE,Discharge,Import,ONEY6000066,STS03,V-MAE180133-824056,Y-AECY-1F01601C2,MAE180133,ONE,No
25-Dec-13 1726,UNIT_DISCHARGE,Discharge,Export,OOLU6000067,STS06,V-MAE180133-911630,Y-AECY-1F02105C1,MAE180133,ONE,No
25-Dec-13 1727,UNIT_LOAD,Load,Transship,OOLU6000004,STS04,Y-AECY-1G02708C1,V-MAE180133-896386,MAE180133,ONE,No
25-Dec-13 1728,UNIT_DISCHARGE,Discharge,Transship,OOLU6000004,STS04,V-MAE180133-242239,Y-AECY-1F03410C1,MAE180133,ONE,No
25-Dec-13 1729,UNIT_RESTOW,Restow,Import,ONEY6000019,STS06,Y-AECY-1G00406C1,Y-AECY-1F01305C1,MAE180133,ONE,No
25-Dec-14 0850,UNIT_DISCHARGE,Discharge,Transship,HLCU6000068,STS04,V-MAE180133-885342,Y-AECY-1F00605C1,MAE180133,ONE,No
25-Dec-14 0851,UNIT_DISCHARGE,Discharge,Transship,HLCU6000069,STS03,V-MAE180133-238741,Y-AECY-1F01210C1,MAE180133,ONE,No
25-Dec-14 0852,UNIT_DISCHARGE,Discharge,Export,CMAU6000070,STS03,V-MAE180133-107704,Y-AECY-1F03306C1,MAE180133,ONE,No
25-Dec-14 0853,UNIT_DISCHARGE,Discharge,Transship,TRLU6000071,STS05,V-MAE180133-297509,Y-AECY-1F01009C1,MAE180133,ONE,No
25-Dec-14 0854,UNIT_DISCHARGE,Discharge,Export,MSCU6000072,STS03,V-MAE180133-819656,Y-AECY-1F03508C1,MAE180133,ONE,No
25-Dec-14 0854,UNIT_LOAD,Load,Export,HLCU6000041,STS04,Y-AECY-1G01902C1,V-MAE180133-593649,MAE180133,ONE,No
25-Dec-14 0855,UNIT_DISCHARGE,Discharge,Import,HLCU6000041,STS03,V-MAE180133-472541,Y-AECY-1F01505C2,MAE180133,ONE,No
25-Dec-14 0856,UNIT_DISCHARGE,Discharge,Import,CMAU6000073,STS06,V-MAE180133-624788,Y-AECY-1F00807C1,MAE180133,ONE,No
25-Dec-14 0857,UNIT_DISCHARGE,Discharge,Transship,MSCU6000074,STS06,V-MAE180133-611265,Y-AECY-1F02203C1,MAE180133,ONE,Yes
25-Dec-14 0857,UNIT_RESTOW,Restow,Import,GCXU6000046,STS05,Y-AECY-1G03703C1,Y-AECY-1G03202C1,MAE180133,ONE,Yes
25-Dec-14 0858,UNIT_DISCHARGE,Discharge,Import,ONEY6000075,STS03,V-MAE180133-118786,Y-AECY-1F00104C1,MAE180133,ONE,No
25-Dec-14 0859,UNIT_DISCHARGE,Discharge,Import,TRLU6000076,STS03,V-MAE180133-554730,Y-AECY-1F00906C2,MAE180133,ONE,No
